measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2007,19084.779123132263,22159.60163379116,16251.513284108418
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2007,0.0003849980617252,0.000454343303688,0.0003231526922197
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2007,224.86147724018,261.08977873307,191.47925479649
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2008,18546.4457358748,21599.03601055229,15800.284706348615
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2008,0.0003647272606066,0.000429925897827,0.0003063059984153
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2008,211.19852970161,245.96004611153,179.92649084201
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2009,18655.72976689807,21829.34924940554,15954.775472594069
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2009,0.0003584081389973,0.0004232086919443,0.0003012291802106
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2009,205.31434479652,240.24139470698,175.5891789526
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2010,18681.625610517945,21800.075743598936,16030.475729054637
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2010,0.0003506942982893,0.00041562951094,0.0002955350524114
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2010,198.70704554926,231.87642949668003,170.50809909584
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2011,18353.76349471252,21321.00519231667,15794.652500996128
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2011,0.0003365466434051,0.0003960215112243,0.0002856982013107
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2011,188.69436779058,219.20047060554,162.38424173908
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2012,18155.349300180467,20991.88015985444,15638.314255747047
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2012,0.0003254120210437,0.0003821774744479,0.0002784149549687
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2012,180.44071101134,208.63216228350998,155.42463527803
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2013,17457.558091367147,19979.99418592601,15078.096525511904
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2013,0.0003048938415929,0.0003559500469728,0.0002635040374133
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2013,167.7575523407,191.99677886622,144.89223256988998
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2014,16742.832280616465,19081.87239294839,14507.450908315766
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2014,0.0002844158504931,0.0003290412822923,0.0002461075709357
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2014,155.59116326269,177.32786622286,134.81776111527
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2015,16404.959551489657,18616.48406687464,14234.89246620038
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2015,0.0002707167960212,0.0003099588528692,0.0002336406683996
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2015,147.46446717494,167.34389956744002,127.95769634374001
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2016,16544.302600269042,18749.622988852083,14357.433941284611
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2016,0.0002636268185491,0.0003028590550949,0.0002287093837897
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2016,143.88712015873,163.06696759065,124.86774889182001
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2017,16612.567451353905,18775.26110843417,14540.311347842811
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2017,0.0002561098779851,0.0002948739956063,0.0002218438226927
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2017,139.82343053584,158.02623074818,122.38181844366001
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2018,16537.31018520903,18692.7559018674,14476.637783945387
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2018,0.0002472101598084,0.0002849342950478,0.0002131003767663
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2018,134.73472466389,152.2958263128,117.94577135181999
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2019,16839.046299865346,19074.68033960474,14671.930263516477
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2019,0.0002443578838259,0.0002817451075289,0.0002111326612244
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2019,132.83413661619002,150.46984544258,115.73892929214
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2020,17341.261734975258,19683.87975577051,15049.120725170927
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2020,0.0002421265892634,0.0002759274090008,0.0002087738318423
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2020,132.51092695494,150.41172853335001,114.99583868959
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2021,17730.25706263331,20074.50458466893,15595.040256950531
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2021,0.0002344780195896,0.0002688604978572,0.0002030455218931
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2021,131.34326865978,148.7091269778,115.52588070172
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,1,Number,1990,34739.79072940177,39890.94778772969,30197.410738050286
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,2,Percent,1990,0.0003868970278174,0.0004503955279304,0.0003312610268291
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,3,Rate,1990,232.0391496021,266.44551988198003,201.69901316971
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,1,Number,1991,34713.563332005935,39651.99223929053,30344.434043808644
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,2,Percent,1991,0.0003788976771695,0.0004376882874404,0.0003251052918431
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,3,Rate,1991,226.4265237593,258.63846580668,197.9279583104
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,1,Number,1992,35993.54870557692,41091.10284028031,31619.193622565253
6,Incidence,207,Ghana,3,Both,22,All ages,332,Meningitis,2,Percent,1992,0.0003850975709611,0.0004439592702329,0.0003314651068796
